DRAW,LOST,WIN,conpetition,fid,gname,gscore,gstanding,handline,hname,hscore,hstanding,stime,team_a_since_Statistics,team_a_since_all_score,team_a_since_guest_score,team_a_since_host_score,team_b_since_Statistics,team_b_since_all_score,team_b_since_guest_score,team_b_since_host_score,water1,water_2,winner
3.1,3.3,2.1,EC,117011,阿森纳,0.0,5,平手/半球,利物浦,1.0,3,2006-02-15 04:00,"['25', '14', '6', '5', '31', '17', '14', '3', '56%']",56%,39%,75%,"['25', '12', '5', '8', '39', '20', '19', '5', '48%']",48%,25%,70%,0.85,1.0,利物浦
3.2,2.8,2.3,EC,117000,米德尔斯堡,3.0,17,平手,伯明翰,0.0,15,2005-08-24 02:45,"['2', '0', '1', '1', '1', '2', '-1', '15', '0%']",0%,0%,0%,"['2', '0', '1', '1', '0', '2', '-2', '17', '0%']",0%,0%,0%,0.8,1.05,米德尔斯堡
3.3,2.65,2.38,EC,117003,阿斯顿维拉,1.0,13,平手,朴茨茅斯,1.0,19,2005-08-24 02:45,"['2', '0', '0', '2', '1', '4', '-3', '19', '0%']",0%,0%,0%,"['2', '0', '1', '1', '2', '3', '-1', '13', '0%']",0%,0%,0%,0.8,1.05,平
3.3,2.45,2.55,EC,117004,曼彻斯特城,2.0,7,平手,桑德兰,1.0,20,2005-08-24 02:45,"['2', '0', '0', '2', '1', '4', '-3', '20', '0%']",0%,0%,0%,"['2', '1', '1', '0', '2', '1', '1', '7', '50%']",50%,100%,0%,0.97,0.88,曼彻斯特城
5.0,12.0,1.22,EC,116999,富勒姆,1.0,15,球半/两球,阿森纳,4.0,10,2005-08-25 02:45,"['2', '1', '0', '1', '2', '1', '1', '10', '50%']",50%,0%,100%,"['2', '0', '1', '1', '1', '2', '-1', '15', '0%']",0%,0%,0%,1.05,0.8,阿森纳
5.5,17.0,1.16,EC,117006,西布罗姆维奇,0.0,8,球半/两球,切尔西,4.0,5,2005-08-25 02:45,"['2', '2', '0', '0', '2', '0', '2', '5', '100%']",100%,100%,100%,"['2', '1', '1', '0', '2', '1', '1', '8', '50%']",50%,0%,100%,0.95,0.9,切尔西
3.25,3.15,2.1,EC,117001,纽卡斯尔联,0.0,16,平手/半球,博尔顿,2.0,14,2005-08-25 03:00,"['2', '0', '1', '1', '2', '3', '-1', '14', '0%']",0%,0%,0%,"['2', '0', '1', '1', '0', '2', '-2', '16', '0%']",0%,0%,0%,0.88,0.97,博尔顿
3.3,2.4,2.6,EC,117005,托特纳姆热刺,0.0,2,平手,布莱克本,0.0,11,2005-08-25 03:00,"['2', '1', '0', '1', '3', '4', '-1', '11', '50%']",50%,0%,100%,"['2', '2', '0', '0', '4', '0', '4', '2', '100%']",100%,100%,100%,1.0,0.85,平
3.2,3.3,2.05,EC,117007,西汉姆联,2.0,9,平手/半球,埃弗顿,1.0,15,2005-12-15 04:00,"['15', '5', '2', '8', '8', '17', '-9', '15', '34%']",34%,34%,34%,"['15', '6', '4', '5', '21', '17', '4', '9', '40%']",40%,25%,58%,0.85,1.0,西汉姆联
4.2,9.0,1.33,EC,117008,维冈竞技,0.0,7,球半,曼彻斯特联,4.0,3,2005-12-15 04:00,"['15', '9', '4', '2', '25', '14', '11', '3', '60%']",60%,75%,43%,"['15', '8', '1', '6', '16', '14', '2', '7', '54%']",54%,58%,50%,1.0,0.85,曼彻斯特联
3.3,1.7,4.7,EC,117002,利物浦,0.0,3,受半球,查尔顿,2.0,13,2006-02-09 04:00,"['23', '9', '3', '11', '28', '34', '-6', '13', '40%']",40%,46%,34%,"['23', '13', '6', '4', '30', '15', '15', '3', '57%']",57%,37%,75%,1.05,0.8,查尔顿
4.0,9.0,1.35,EC,116995,阿斯顿维拉,0.0,7,一球/球半,曼彻斯特联,1.0,3,2005-08-20 19:45,"['1', '1', '0', '0', '2', '0', '2', '3', '100%']",100%,100%,12,"['1', '0', '1', '0', '2', '2', '0', '7', '0%']",0%,16,0%,0.85,1.0,曼彻斯特联
3.2,3.2,2.1,EC,116990,富勒姆,1.0,13,平手/半球,布莱克本,2.0,16,2005-08-20 22:00,"['1', '0', '0', '1', '1', '3', '-2', '16', '0%']",0%,0%,7,"['1', '0', '1', '0', '0', '0', '0', '13', '0%']",0%,14,0%,0.9,0.95,布莱克本
3.5,5.2,1.6,EC,116992,维冈竞技,0.0,15,半球/一球,查尔顿,1.0,2,2005-08-20 22:00,"['1', '1', '0', '0', '3', '1', '2', '2', '100%']",100%,100%,16,"['1', '0', '0', '1', '0', '1', '-1', '15', '0%']",0%,9,0%,0.9,0.95,查尔顿
3.5,5.8,1.55,EC,116996,西汉姆联,0.0,1,半球/一球,纽卡斯尔联,0.0,18,2005-08-20 22:00,"['1', '0', '0', '1', '0', '2', '-2', '18', '0%']",0%,0%,11,"['1', '1', '0', '0', '3', '1', '2', '1', '100%']",100%,18,100%,0.8,1.05,平
3.2,3.3,2.05,EC,116997,米德尔斯堡,0.0,10,平手/半球,托特纳姆热刺,2.0,4,2005-08-20 22:00,"['1', '1', '0', '0', '2', '0', '2', '4', '100%']",100%,100%,9,"['1', '0', '1', '0', '0', '0', '0', '10', '0%']",0%,11,0%,0.83,1.02,托特纳姆热刺
3.2,2.9,2.25,EC,116998,朴茨茅斯,1.0,19,平手/半球,西布罗姆维奇,2.0,9,2005-08-20 22:00,"['1', '0', '1', '0', '0', '0', '0', '9', '0%']",0%,0%,8,"['1', '0', '0', '1', '0', '2', '-2', '19', '0%']",0%,10,0%,1.05,0.8,西布罗姆维奇
3.8,8.0,1.4,EC,116994,桑德兰,0.0,17,一球/球半,利物浦,1.0,12,2005-08-20 22:20,"['1', '0', '1', '0', '0', '0', '0', '12', '0%']",0%,0%,14,"['1', '0', '0', '1', '1', '3', '-2', '17', '0%']",0%,12,0%,1.0,0.85,利物浦
3.2,3.1,2.15,EC,116989,曼彻斯特城,2.0,11,平手/半球,伯明翰,1.0,12,2005-08-21 00:15,"['1', '0', '1', '0', '0', '0', '0', '12', '0%']",0%,0%,16,"['1', '0', '1', '0', '0', '0', '0', '11', '0%']",0%,10,0%,0.95,0.9,曼彻斯特城
3.2,3.2,2.1,EC,116991,埃弗顿,1.0,17,平手/半球,博尔顿,0.0,10,2005-08-21 20:30,"['1', '0', '1', '0', '2', '2', '0', '10', '0%']",0%,0%,14,"['1', '0', '0', '1', '0', '2', '-2', '17', '0%']",0%,11,0%,0.9,0.95,埃弗顿
3.1,3.0,2.15,EC,116993,阿森纳,0.0,7,平手/半球,切尔西,1.0,8,2005-08-21 23:00,"['1', '1', '0', '0', '1', '0', '1', '8', '100%']",100%,100%,15,"['1', '1', '0', '0', '2', '0', '2', '7', '100%']",100%,12,100%,1.025,0.825,切尔西
3.25,1.85,3.85,EC,116981,曼彻斯特联,2.0,2,受半球,埃弗顿,0.0,14,2005-08-13 19:45,"['0', '0', '0', '0', '0', '0', '0', '14']",14,14,14,"['0', '0', '0', '0', '0', '0', '0', '2']",2,2,2,0.95,0.9,曼彻斯特联
3.2,3.1,2.1,EC,116980,博尔顿,2.0,16,平手/半球,阿斯顿维拉,2.0,13,2005-08-13 22:00,"['0', '0', '0', '0', '0', '0', '0', '13']",13,13,13,"['0', '0', '0', '0', '0', '0', '0', '16']",16,16,16,0.9,0.95,平
3.2,2.9,2.2,EC,116982,伯明翰,0.0,15,平手/半球,富勒姆,0.0,19,2005-08-13 22:00,"['0', '0', '0', '0', '0', '0', '0', '19']",19,19,19,"['0', '0', '0', '0', '0', '0', '0', '15']",15,15,15,1.0,0.85,平
3.4,5.3,1.6,EC,116983,西布罗姆维奇,0.0,9,半球/一球,曼彻斯特城,0.0,10,2005-08-13 22:00,"['0', '0', '0', '0', '0', '0', '0', '10']",10,10,10,"['0', '0', '0', '0', '0', '0', '0', '9']",9,9,9,0.85,1.0,平
3.2,2.35,2.7,EC,116985,托特纳姆热刺,2.0,7,平手,朴茨茅斯,0.0,5,2005-08-13 22:00,"['0', '0', '0', '0', '0', '0', '0', '5']",5,5,5,"['0', '0', '0', '0', '0', '0', '0', '7']",7,7,7,1.0,0.85,托特纳姆热刺
3.2,2.75,2.3,EC,116986,查尔顿,3.0,18,平手,桑德兰,1.0,1,2005-08-13 22:00,"['0', '0', '0', '0', '0', '0', '0', '1']",1,1,1,"['0', '0', '0', '0', '0', '0', '0', '18']",18,18,18,0.85,1.0,查尔顿
3.15,2.6,2.45,EC,116987,布莱克本,1.0,17,平手,西汉姆联,3.0,20,2005-08-13 22:00,"['0', '0', '0', '0', '0', '0', '0', '20']",20,20,20,"['0', '0', '0', '0', '0', '0', '0', '17']",17,17,17,0.9,0.95,西汉姆联
3.2,2.35,2.7,EC,116984,利物浦,0.0,11,平手,米德尔斯堡,0.0,13,2005-08-14 00:15,"['0', '0', '0', '0', '0', '0', '0', '13']",13,7,11,"['0', '0', '0', '0', '0', '0', '0', '11']",11,14,14,1.0,0.85,平
4.0,7.0,1.4,EC,116979,纽卡斯尔联,0.0,14,一球/球半,阿森纳,2.0,12,2005-08-14 20:30,"['0', '0', '0', '0', '0', '0', '0', '12']",12,18,13,"['0', '0', '0', '0', '0', '0', '0', '14']",14,8,10,0.95,0.9,阿森纳
4.2,1.35,7.8,EC,116988,切尔西,1.0,16,受一球/球半,维冈竞技,0.0,15,2005-08-14 23:00,"['0', '0', '0', '0', '0', '0', '0', '15']",15,11,7,"['0', '0', '0', '0', '0', '0', '0', '16']",16,10,9,1.05,0.8,切尔西
3.35,3.2,2.03,EC,148362,雷丁,3.0,8,半球,布莱克本,3.0,10,2007-05-13 22:00,"['37', '15', '6', '16', '49', '51', '-2', '10', '41%']",41%,32%,50%,"['37', '16', '6', '15', '49', '44', '5', '8', '44%']",44%,28%,58%,1.1,0.75,平
3.4,3.95,1.8,EC,148363,阿斯顿维拉,2.0,11,半球,博尔顿,2.0,7,2007-05-13 22:00,"['37', '16', '7', '14', '45', '50', '-5', '7', '44%']",44%,37%,50%,"['37', '11', '16', '10', '41', '39', '2', '11', '30%']",30%,23%,37%,0.97,0.88,平
3.4,5.7,1.58,EC,148364,埃弗顿,1.0,5,半球/一球,切尔西,1.0,2,2007-05-13 22:00,"['37', '24', '10', '3', '63', '23', '40', '2', '65%']",65%,64%,67%,"['37', '15', '12', '10', '51', '35', '16', '5', '41%']",41%,23%,58%,1.02,0.83,平
4.0,8.8,1.35,EC,148365,查尔顿,2.0,19,一球/球半,利物浦,2.0,3,2007-05-13 22:00,"['37', '20', '7', '10', '55', '25', '30', '3', '55%']",55%,32%,78%,"['37', '8', '9', '20', '32', '58', '-26', '19', '22%']",22%,6%,37%,0.85,1.0,平
3.45,6.0,1.55,EC,148366,西汉姆联,1.0,17,半球/一球,曼彻斯特联,0.0,1,2007-05-13 22:00,"['37', '28', '5', '4', '83', '26', '57', '1', '76%']",76%,69%,84%,"['37', '11', '5', '21', '34', '59', '-25', '17', '30%']",30%,17%,43%,1.0,0.85,西汉姆联
3.3,3.85,1.85,EC,148367,富勒姆,1.0,15,半球,米德尔斯堡,3.0,12,2007-05-13 22:00,"['37', '11', '10', '16', '41', '48', '-7', '12', '30%']",30%,11%,50%,"['37', '8', '15', '14', '37', '57', '-20', '15', '22%']",22%,6%,37%,0.9,0.95,米德尔斯堡
3.25,2.48,2.55,EC,148368,阿森纳,0.0,4,平手,朴茨茅斯,0.0,9,2007-05-13 22:00,"['37', '14', '11', '12', '45', '42', '3', '9', '38%']",38%,16%,62%,"['37', '19', '10', '8', '63', '35', '28', '4', '52%']",52%,39%,64%,1.02,0.83,平
3.3,2.9,2.2,EC,148369,维冈竞技,2.0,18,平手/半球,谢菲尔德联,1.0,16,2007-05-13 22:00,"['37', '10', '8', '19', '31', '53', '-22', '16', '28%']",28%,16%,39%,"['37', '9', '8', '20', '35', '58', '-23', '18', '25%']",25%,23%,27%,1.0,0.85,维冈竞技
3.7,6.4,1.48,EC,148370,曼彻斯特城,1.0,14,一球,托特纳姆热刺,2.0,6,2007-05-13 22:00,"['37', '16', '9', '12', '55', '53', '2', '6', '44%']",44%,27%,62%,"['37', '11', '9', '17', '28', '42', '-14', '14', '30%']",30%,34%,27%,0.8,1.05,托特纳姆热刺
3.25,2.45,2.58,EC,148371,纽卡斯尔联,1.0,13,平手,沃特福德,1.0,20,2007-05-13 22:00,"['37', '5', '12', '20', '28', '58', '-30', '20', '14%']",14%,11%,17%,"['37', '11', '9', '17', '37', '46', '-9', '13', '30%']",30%,23%,37%,1.05,0.8,平
3.6,1.5,6.4,EC,148357,曼彻斯特联,1.0,1,受一球,曼彻斯特城,0.0,13,2007-05-05 19:45,"['36', '11', '9', '16', '28', '41', '-13', '13', '31%']",31%,34%,28%,"['35', '27', '4', '4', '82', '26', '56', '1', '78%']",78%,71%,84%,1.0,0.85,曼彻斯特联
3.25,3.75,1.9,EC,148355,朴茨茅斯,0.0,8,半球,埃弗顿,3.0,6,2007-05-05 22:00,"['36', '14', '12', '10', '48', '35', '13', '6', '39%']",39%,23%,56%,"['36', '14', '11', '11', '45', '39', '6', '8', '39%']",39%,17%,62%,1.0,0.85,埃弗顿
3.2,2.2,3.0,EC,148356,利物浦,0.0,3,受平手/半球,富勒姆,1.0,16,2007-05-05 22:00,"['36', '7', '15', '14', '36', '57', '-21', '16', '20%']",20%,6%,34%,"['36', '20', '7', '9', '55', '24', '31', '3', '56%']",56%,34%,78%,0.85,1.0,富勒姆
3.2,3.1,2.15,EC,148358,布莱克本,2.0,10,平手/半球,纽卡斯尔联,0.0,12,2007-05-05 22:00,"['36', '11', '9', '16', '37', '44', '-7', '12', '31%']",31%,23%,39%,"['35', '14', '5', '16', '46', '50', '-4', '10', '40%']",40%,30%,50%,0.97,0.88,布莱克本
4.0,7.3,1.4,EC,148359,沃特福德,2.0,20,一球/球半,雷丁,0.0,7,2007-05-05 22:00,"['36', '16', '6', '14', '49', '42', '7', '7', '45%']",45%,28%,62%,"['36', '4', '12', '20', '26', '58', '-32', '20', '12%']",12%,6%,17%,0.95,0.9,沃特福德
3.3,3.1,2.1,EC,148360,博尔顿,1.0,5,平手/半球,西汉姆联,3.0,18,2007-05-05 22:00,"['36', '10', '5', '21', '31', '58', '-27', '18', '28%']",28%,17%,39%,"['36', '16', '7', '13', '44', '47', '-3', '5', '45%']",45%,39%,50%,0.85,1.0,西汉姆联
3.28,3.25,2.05,EC,148361,米德尔斯堡,1.0,14,平手/半球,维冈竞技,0.0,17,2007-05-05 22:00,"['36', '9', '8', '19', '35', '57', '-22', '17', '25%']",25%,23%,28%,"['36', '10', '10', '16', '40', '48', '-8', '14', '28%']",28%,6%,50%,0.8,1.05,米德尔斯堡
3.2,3.45,2.0,EC,148353,谢菲尔德联,0.0,16,半球,阿斯顿维拉,3.0,11,2007-05-06 00:15,"['36', '10', '16', '10', '38', '39', '-1', '11', '28%']",28%,23%,34%,"['36', '10', '8', '18', '31', '50', '-19', '16', '28%']",28%,17%,39%,1.05,0.8,阿斯顿维拉
3.25,2.35,2.72,EC,148352,切尔西,1.0,2,平手,阿森纳,1.0,4,2007-05-06 23:00,"['36', '19', '9', '8', '62', '34', '28', '4', '53%']",53%,39%,67%,"['35', '24', '8', '3', '62', '22', '40', '2', '69%']",69%,67%,71%,1.05,0.8,平
3.3,2.3,2.75,EC,148354,托特纳姆热刺,2.0,9,受平手/半球,查尔顿,0.0,19,2007-05-08 03:00,"['36', '8', '9', '19', '32', '56', '-24', '19', '23%']",23%,6%,39%,"['35', '15', '8', '12', '52', '52', '0', '9', '43%']",43%,23%,65%,0.8,1.05,托特纳姆热刺
4.55,10.0,1.28,EC,148344,博尔顿,2.0,6,球半,切尔西,2.0,2,2007-04-28 19:45,"['34', '24', '7', '3', '60', '20', '40', '2', '71%']",71%,67%,75%,"['35', '16', '6', '13', '42', '45', '-3', '6', '46%']",46%,42%,50%,1.05,0.8,平
3.5,1.65,4.8,EC,148345,曼彻斯特联,4.0,1,受半球/一球,埃弗顿,2.0,5,2007-04-28 19:45,"['35', '14', '12', '9', '46', '31', '15', '5', '40%']",40%,23%,59%,"['34', '26', '4', '4', '78', '24', '54', '1', '77%']",77%,69%,84%,0.85,1.0,曼彻斯特联
3.3,3.22,2.05,EC,148343,查尔顿,1.0,18,平手/半球,布莱克本,4.0,10,2007-04-28 22:00,"['34', '13', '5', '16', '42', '49', '-7', '10', '39%']",39%,30%,48%,"['35', '8', '9', '18', '31', '52', '-21', '18', '23%']",23%,6%,39%,0.8,1.05,布莱克本
3.2,2.9,2.25,EC,148346,阿斯顿维拉,2.0,11,平手/半球,曼彻斯特城,0.0,13,2007-04-28 22:00,"['35', '11', '9', '15', '28', '39', '-11', '13', '32%']",32%,34%,30%,"['35', '9', '16', '10', '36', '39', '-3', '11', '26%']",26%,18%,34%,1.0,0.85,阿斯顿维拉
3.28,2.48,2.55,EC,148347,托特纳姆热刺,3.0,9,平手,米德尔斯堡,2.0,14,2007-04-28 22:00,"['35', '10', '10', '15', '38', '45', '-7', '14', '29%']",29%,6%,53%,"['34', '14', '8', '12', '49', '50', '-1', '9', '42%']",42%,18%,65%,1.02,0.83,托特纳姆热刺
3.2,2.15,3.1,EC,148348,利物浦,1.0,3,受平手/半球,朴茨茅斯,2.0,8,2007-04-28 22:00,"['35', '13', '11', '11', '43', '38', '5', '8', '38%']",38%,17%,59%,"['35', '20', '7', '8', '54', '22', '32', '3', '58%']",58%,36%,78%,0.95,0.9,朴茨茅斯
3.55,5.7,1.55,EC,148350,沃特福德,0.0,20,一球,谢菲尔德联,1.0,17,2007-04-28 22:00,"['35', '9', '8', '18', '30', '50', '-20', '17', '26%']",26%,17%,36%,"['35', '4', '12', '19', '26', '57', '-31', '20', '12%']",12%,6%,17%,1.05,0.8,谢菲尔德联
3.3,3.0,2.15,EC,148351,西汉姆联,3.0,19,平手/半球,维冈竞技,0.0,16,2007-04-28 22:00,"['35', '9', '8', '18', '35', '54', '-19', '16', '26%']",26%,23%,30%,"['35', '9', '5', '21', '28', '58', '-30', '19', '26%']",26%,12%,39%,0.9,0.95,西汉姆联
4.4,7.5,1.35,EC,148342,富勒姆,1.0,16,一球/球半,阿森纳,3.0,4,2007-04-29 23:00,"['35', '18', '9', '8', '59', '33', '26', '4', '52%']",52%,39%,65%,"['35', '7', '15', '13', '35', '54', '-19', '16', '20%']",20%,6%,34%,0.85,1.0,阿森纳
3.3,3.5,1.95,EC,148349,纽卡斯尔联,0.0,12,平手/半球,雷丁,1.0,9,2007-05-01 03:00,"['35', '15', '6', '14', '48', '42', '6', '9', '43%']",43%,28%,59%,"['35', '11', '9', '15', '37', '43', '-6', '12', '32%']",32%,24%,39%,0.75,1.1,雷丁
3.2,2.53,2.53,EC,148339,阿森纳,2.0,4,平手,托特纳姆热刺,2.0,8,2007-04-21 19:45,"['33', '14', '7', '12', '47', '48', '-1', '8', '43%']",43%,18%,69%,"['34', '18', '8', '8', '57', '31', '26', '4', '53%']",53%,42%,65%,0.92,0.93,平
3.25,3.95,1.85,EC,148333,雷丁,3.0,9,半球,博尔顿,1.0,6,2007-04-21 22:00,"['34', '16', '6', '12', '41', '42', '-1', '6', '48%']",48%,42%,53%,"['34', '14', '6', '14', '45', '41', '4', '9', '42%']",42%,24%,59%,0.9,0.95,雷丁
3.25,3.4,2.0,EC,148334,谢菲尔德联,1.0,17,半球,查尔顿,1.0,18,2007-04-21 22:00,"['34', '8', '8', '18', '30', '51', '-21', '18', '24%']",24%,6%,42%,"['34', '9', '7', '18', '29', '49', '-20', '17', '27%']",27%,18%,36%,1.05,0.8,平
3.25,2.95,2.2,EC,148335,布莱克本,1.0,10,平手/半球,富勒姆,1.0,16,2007-04-21 22:00,"['34', '7', '14', '13', '34', '53', '-19', '16', '21%']",21%,6%,36%,"['33', '13', '4', '16', '41', '48', '-7', '10', '40%']",40%,32%,48%,0.98,0.87,平
3.85,7.0,1.43,EC,148336,维冈竞技,0.0,15,一球,利物浦,2.0,3,2007-04-21 22:00,"['34', '19', '7', '8', '52', '22', '30', '3', '56%']",56%,36%,77%,"['34', '9', '8', '17', '35', '52', '-17', '15', '27%']",27%,24%,30%,0.85,1.0,利物浦
3.2,2.55,2.52,EC,148340,曼彻斯特城,1.0,13,平手,沃特福德,1.0,20,2007-04-21 22:00,"['34', '4', '11', '19', '25', '56', '-31', '20', '12%']",12%,6%,18%,"['34', '11', '8', '15', '27', '38', '-11', '13', '33%']",33%,36%,30%,0.9,0.95,平
3.35,2.65,2.35,EC,148341,埃弗顿,0.0,5,平手,西汉姆联,1.0,19,2007-04-21 22:00,"['34', '8', '5', '21', '27', '58', '-31', '19', '24%']",24%,12%,36%,"['34', '14', '12', '8', '46', '30', '16', '5', '42%']",42%,24%,59%,0.8,1.05,西汉姆联
5.8,15.0,1.16,EC,148337,米德尔斯堡,1.0,14,球半/两球,曼彻斯特联,1.0,1,2007-04-22 00:15,"['33', '26', '3', '4', '77', '23', '54', '1', '79%']",79%,69%,89%,"['34', '10', '9', '15', '37', '44', '-7', '14', '30%']",30%,6%,53%,0.8,1.05,平
3.7,1.5,6.0,EC,148338,切尔西,0.0,2,受一球,纽卡斯尔联,0.0,13,2007-04-22 20:30,"['34', '11', '8', '15', '37', '43', '-6', '13', '33%']",33%,24%,42%,"['33', '24', '6', '3', '60', '20', '40', '2', '73%']",73%,71%,75%,0.8,1.05,平
3.2,3.0,2.2,EC,148332,朴茨茅斯,0.0,9,平手/半球,阿斯顿维拉,0.0,11,2007-04-22 23:00,"['34', '9', '15', '10', '36', '39', '-3', '11', '27%']",27%,18%,36%,"['34', '13', '10', '11', '43', '38', '5', '9', '39%']",39%,18%,59%,1.0,0.85,平
3.5,4.75,1.65,EC,148322,博尔顿,1.0,5,半球/一球,阿森纳,2.0,4,2007-04-14 22:00,"['32', '16', '8', '8', '52', '29', '23', '4', '50%']",50%,42%,60%,"['33', '16', '6', '11', '40', '40', '0', '5', '49%']",49%,44%,53%,0.98,0.87,阿森纳
3.3,1.8,4.1,EC,148326,利物浦,0.0,3,受半球,曼彻斯特城,0.0,12,2007-04-14 22:00,"['32', '11', '7', '14', '26', '35', '-9', '12', '35%']",35%,38%,32%,"['32', '18', '6', '8', '50', '22', '28', '3', '57%']",57%,38%,75%,1.0,0.85,平
3.2,3.2,2.1,EC,148327,阿斯顿维拉,3.0,14,平手/半球,米德尔斯堡,1.0,13,2007-04-14 22:00,"['32', '10', '9', '13', '36', '39', '-3', '13', '32%']",32%,7%,57%,"['33', '8', '15', '10', '33', '38', '-5', '14', '25%']",25%,13%,36%,0.93,0.92,阿斯顿维拉
3.2,3.45,2.0,EC,148328,纽卡斯尔联,1.0,10,半球,朴茨茅斯,2.0,8,2007-04-14 22:00,"['33', '12', '10', '11', '41', '37', '4', '8', '37%']",37%,18%,57%,"['33', '11', '8', '14', '36', '41', '-5', '10', '34%']",34%,25%,42%,1.05,0.8,朴茨茅斯
3.25,4.0,1.83,EC,148329,富勒姆,0.0,15,半球,雷丁,1.0,9,2007-04-14 22:00,"['33', '13', '6', '14', '44', '41', '3', '9', '40%']",40%,24%,57%,"['33', '7', '14', '12', '34', '52', '-18', '15', '22%']",22%,7%,36%,0.93,0.92,雷丁
3.2,2.75,2.35,EC,148330,西汉姆联,0.0,19,平手,谢菲尔德联,3.0,18,2007-04-14 22:00,"['32', '8', '7', '17', '26', '47', '-21', '18', '25%']",25%,19%,32%,"['32', '8', '5', '19', '26', '51', '-25', '19', '25%']",25%,13%,38%,0.8,1.05,谢菲尔德联
3.25,2.25,2.85,EC,148331,托特纳姆热刺,3.0,9,受平手/半球,维冈竞技,3.0,16,2007-04-15 20:30,"['33', '9', '7', '17', '32', '49', '-17', '16', '28%']",28%,24%,32%,"['32', '14', '6', '12', '44', '45', '-1', '9', '44%']",44%,19%,69%,0.8,1.05,平
3.4,4.5,1.7,EC,148325,查尔顿,1.0,18,半球,埃弗顿,2.0,6,2007-04-15 22:00,"['33', '13', '12', '8', '44', '29', '15', '6', '40%']",40%,24%,57%,"['33', '8', '8', '17', '29', '49', '-20', '18', '25%']",25%,7%,42%,0.75,1.1,埃弗顿
3.5,5.2,1.6,EC,148323,沃特福德,1.0,20,半球/一球,布莱克本,3.0,13,2007-04-19 03:00,"['32', '12', '4', '16', '38', '47', '-9', '13', '38%']",38%,32%,44%,"['33', '4', '11', '18', '24', '53', '-29', '20', '13%']",13%,7%,18%,0.9,0.95,布莱克本
3.2,2.9,2.25,EC,148324,曼彻斯特联,0.0,1,平手/半球,切尔西,0.0,2,2007-05-10 03:00,"['36', '24', '9', '3', '63', '23', '40', '2', '67%']",67%,64%,71%,"['36', '28', '4', '4', '83', '26', '57', '1', '78%']",78%,73%,84%,1.0,0.85,平
3.2,2.38,2.72,EC,148320,朴茨茅斯,2.0,8,平手,沃特福德,4.0,20,2007-04-09 19:45,"['32', '3', '11', '18', '20', '51', '-31', '20', '10%']",10%,7%,13%,"['32', '12', '10', '10', '39', '33', '6', '8', '38%']",38%,19%,57%,1.02,0.83,沃特福德
3.2,3.6,1.95,EC,148312,维冈竞技,1.0,16,半球,阿斯顿维拉,1.0,13,2007-04-09 22:00,"['32', '8', '14', '10', '32', '37', '-5', '13', '25%']",25%,13%,38%,"['32', '9', '6', '17', '31', '48', '-17', '16', '29%']",29%,25%,32%,1.05,0.8,平
3.15,3.25,2.1,EC,148313,埃弗顿,1.0,6,平手/半球,博尔顿,1.0,5,2007-04-09 22:00,"['32', '16', '5', '11', '39', '39', '0', '5', '50%']",50%,44%,57%,"['32', '13', '11', '8', '43', '28', '15', '6', '41%']",41%,25%,57%,0.9,0.95,平
3.12,3.1,2.18,EC,148315,曼彻斯特城,3.0,14,平手/半球,富勒姆,1.0,15,2007-04-09 22:00,"['32', '7', '14', '11', '33', '49', '-16', '15', '22%']",22%,7%,38%,"['31', '10', '7', '14', '23', '34', '-11', '14', '33%']",33%,34%,32%,0.98,0.87,曼彻斯特城
3.3,2.15,3.0,EC,148318,阿森纳,0.0,4,受平手/半球,纽卡斯尔联,0.0,10,2007-04-09 22:00,"['32', '11', '7', '14', '36', '41', '-5', '10', '35%']",35%,25%,44%,"['31', '16', '7', '8', '52', '29', '23', '4', '52%']",52%,44%,60%,0.95,0.9,平
3.25,2.95,2.2,EC,148314,雷丁,0.0,9,平手/半球,查尔顿,0.0,17,2007-04-10 03:00,"['32', '8', '7', '17', '29', '49', '-20', '17', '25%']",25%,7%,44%,"['32', '13', '5', '14', '44', '41', '3', '9', '41%']",41%,25%,57%,0.95,0.9,平
6.2,16.0,1.14,EC,148317,谢菲尔德联,0.0,17,两球,曼彻斯特联,2.0,1,2007-04-18 03:00,"['32', '25', '3', '4', '75', '23', '52', '1', '79%']",79%,69%,88%,"['33', '9', '7', '17', '29', '47', '-18', '17', '28%']",28%,19%,36%,1.05,0.8,曼彻斯特联
4.5,9.0,1.3,EC,148316,米德尔斯堡,0.0,14,球半,利物浦,2.0,4,2007-04-19 03:00,"['33', '18', '7', '8', '50', '22', '28', '4', '55%']",55%,36%,75%,"['33', '10', '9', '14', '37', '42', '-5', '14', '31%']",31%,7%,53%,1.02,0.83,利物浦
4.0,1.42,6.8,EC,148321,切尔西,4.0,2,受一球,西汉姆联,1.0,19,2007-04-19 03:00,"['33', '8', '5', '20', '26', '54', '-28', '19', '25%']",25%,12%,38%,"['32', '23', '6', '3', '56', '19', '37', '2', '72%']",72%,69%,75%,1.05,0.8,切尔西
3.45,3.9,1.8,EC,148319,布莱克本,1.0,10,半球,托特纳姆热刺,1.0,6,2007-05-11 03:00,"['36', '16', '8', '12', '54', '52', '2', '6', '45%']",45%,27%,65%,"['36', '15', '5', '16', '48', '50', '-2', '10', '42%']",42%,34%,50%,0.8,1.05,平
